页码,评论者昵称,评论星级,评论时间,评论者IP属地,有用数,评论内容
14,妮可Gay得慢,4星,2023/5/6 22:28,广东,5,依然是漫威最佳系列但这部是系列最差dogdaysareover再次焕发生命力伟大的歌曲
14,TouMing柜子,1星,2023/5/6 17:34,吉林,14,对个体特质的剥削与冷笑话的滥用，还以为蔓薇进步了，到头来不过还是在苦苦维护星爵这种男小丑的人物弧光。最好笑的是那句拉了皮的RoboCop
15,马猴烧酒,4星,2023/5/6 22:16,江苏,4,3年后的groot你好，不知道再见面的时候，我身边的人还是不是看2的那个。3年后的groot你好，再见面的时候，我身边的人还是看2的那个
15,炎さま,4星,2023/5/14 15:03,江苏,16,等了嘎久就听他嚼麦片
15,孔府小鱼,4星,2023/5/5 23:29,河北,12,实话实说，这部堪称漫威第三阶段结束之后最大的回光返照，詹姆斯滚的发挥是真稳定，节奏、剧情内核、动作场景还有音乐，极其正常地发神经病，毫不脱线地完全脱线。但凡两个罗素加在一起有詹姆斯滚一半的脑子，《复联三四》就不会垮到榨干了漫威后十年大运，银河护卫队被罗素那哥俩坑成那个熊样，男主ooc挨骂，女主直接写死，这都能写回来再升华一下，咱就说啥叫人比人该死。
15,人类学科研究员,5星,2023/5/5 21:38,上海,5,可太好看了呀！好喜欢这个钻牛角尖的大反派呀，还有金色boy冲冲冲没脑子也喜欢，主角团常规发挥，卡魔拉没和星爵在一起明智之举。
15,Riobluemoon,5星,2023/5/11 22:01,上海,20,8分。漫威总算又拿出了部质量上乘的作品。作为系列的终结篇，故事，人物，情怀都给安排上了，连动物保护都插了一杠哎？每个人物都有自己的高光时刻，却又不喧宾夺主，完成度高得惊人。几场重头戏让人印象深刻，最终并没有选择人物去世这种屡试不爽的煽情桥段，而是给了个圆满却又带着遗憾的结局，绝对打动人心。星爵和卡莫拉的CP以这样各自安好来收尾，比破镜重圆来的更好。而且本作还是近年来少有的考虑3D的作品，几场主视角镜头看的很HIGH~~JamesGunn作为导演的水准真实没得说。接下来就看他掌门的能力了，是不是真的能把如今颓废不堪的DC拉出泥沼呢？
15,萌发奇想,4星,2023/5/5 19:34,北京,14,这个系列可以说是划上一个无限接近于完美的句点了，银护最大的特点就是他不是只凸显一个超级英雄的成长而是一个团体，每个角色独立完整有魅力，又汇聚成一个暖心又逗比的一个大家庭。这次火箭也赚足了我的眼泪，没人不喜欢又酷又可爱又坚强的小浣熊。银护的大家最后似乎分开了，有着各自的选择，但心又永远在一起的感觉。第一个彩蛋当那首ComeAndGetYourLove响起时，就看见整个影厅里观众齐刷刷的随着音乐开始摇头晃脑开心不已的样子真是笑死�当然我也是其中之一！！！PS.特意选的IMAX-2D，观影体验更佳！
15,Gordon,4星,2023/5/5 23:11,江苏,10,3.5滚导留给漫威的不仅是一个极具个人风格、镜头调度和配乐十分出色的三部曲，还有一种在漫威系电影里新的叙事结构的可能性。团队型超英电影本就不可避免出现配角人气和存在感过低的问题，更何况银护的IP影响力远不及准备回归的神奇四侠和X战警。但滚导用大篇幅的记忆闪回和反乌托邦的强硬姿态给这个系列注入最后的深度和血肉，以迎接即将到来的传承和人气角色出走的挑战。但是快慢频繁交替的节奏看得实在是挺累，强行塞进来的和雷神4如出一辙的幼稚戏码实在让人尬的抠脚，漫威是真想把风格往儿童乐园方向靠啊。
15,榎本鲸,5星,2023/5/13 19:24,山西,23,宇宙中的老友记，珍贵的情谊有时并不需要一个大团圆结局，漫威真的把所有的纯真都献给了这个系列。
15,黑羊方,4星,2023/5/8 6:31,法国,25,玩归玩，闹归闹，滚导拍故事真的很有一套。这是明晃晃地告诉大家，复联4是可以有另外一种结局的。结束一个系列不需要剧情杀也可以赚足眼泪。我算是真的学到了，这种在各自的世界里安好真的比剧情杀还要后劲大。这种好像be了但其实还是he而且还有tobecontinued但就是总想哭的感觉，滚导抓得死死的。以及在飞船隧道里的群角打戏，复联4之后最佳，没有之一，我封的。你就能感觉到滚导对这系列所有（真的是所有）角色的爱，每一个都有自己的高光时刻。
15,河,4星,2023/5/24 16:49,北京,17,我汪汪大哭别欺负毛茸茸的小动物啊(ಥ_ಥ)
15,阿占,5星,2023/5/13 17:23,湖南,24,看得我眼泪汪汪的，我有多恨复联4的结局，就有多爱银护3的结局
15,南悠一,2星,2023/5/9 13:37,北京,15,太尴尬了，音乐总是选准了时机出来打断观众的情绪。为了编剧而编剧，人物设定不够自然。叙事越到后面就越失去效果。
15,安初,5星,2023/6/5 21:33,上海,18,火箭和朋友那段我哭的稀里哗啦的
15,ふうりん犬�,5星,2023/5/7 21:47,黑龙江,16,尽管我抱着高期望去看，但还是很满意。不只是因为我喜欢的火箭更加的丰满了，还是因为这次的剧本能明显的体会到滚导的用心，他绞尽脑汁地给每个角色都找到了属于他们自己的最好归属。并且银护三是当今很难的的那种爽片，爽在纯粹变态的，想把他凌迟的反派，爽在受尽苦难的火箭最后用最帅的方式完成了复仇。并且滚导在影片里插入了更多的个人表达，他在影片里也制作了几幕类似扎导的镜头，仿佛在说“这没什么大不了的”。从火箭的诞生上我也能窥见一丝和人的共性，我们都是被创造出的，关键点不在于怎么创造，过程如何，关键在于创造者的意愿，“我想要个孩子”“我想创造完美生物”我们的意识都是从完全被掌控中绽放的。在我的视角中火箭比漫威之前所有的人物都要丰满，包括钢铁侠。珍惜他吧，别等到滚导也离开漫改电影的时候再怀念他，他不比谁差。
15,发条J,3星,2023/7/8 21:16,广西,5,非常一般，滚导一定觉得自己音乐品味非常高一直插入音乐，闹哄哄两下又没有了，非常不搭也非常疲劳，腻味得不得了流水线套路作品。
15,玛德琳,4星,2023/5/8 20:29,湖南,15,相当完美的落幕，听懂了格鲁特语言的我们终于成为了银河护卫队的一员。
15,CeCi,4星,2023/5/14 21:06,北京,14,套路虽然套路，但不算太蠢，能对得起爆米花。中年发福男永远都能做男主，而女性永远要求线条优美，真是啧啧啧
15,一條魚佔滿了河,3星,2023/5/8 23:06,北京,5,這是一部還算成功的《火箭傳》，隨著一段段死亡回憶，拼湊出一個完整又豐滿的火箭，至高進化讓我想到了UKnowWho，傲慢、瘋狂、自私、愚蠢，一旦代入之後愈發對他的的所作所為感到憤怒，被改造、被輕視、被犧牲的不只是動物，而是一個又一個活生生的年輕人啊！這是一部不算成功的《銀河護衛隊3》，即便成團、加入新成員、成員更新換代也能夠勉強構成一個結構，不過沒有以星爵的家庭觀念作為主線，還是就造成三部曲的故事內核不夠連貫。娛樂性上還是給了我很大的滿足，依舊是十分滾導式的笑料，並且還融入了一些B級片元素，動作設計和鏡頭設計更是可以列入漫威前五，雖然但是，好幾場戲的節奏真的太拖了，有種唯恐觀眾看不出來在埋梗煽情的感覺。
15,开了一朵花,5星,2023/5/5 20:23,福建,6,好看！有人拍出这种电影，这辈子很值了。色彩，音乐，故事，幽默，点到为止的大道理，都在酷炫的想象力里炸开了律动十足又五彩斑斓花。真诚是必杀技，这是星爵践行的，但只和值得的人。
15,野凡,4星,2023/5/6 12:07,上海,13,风格独树一帜的漫威电影，游离于漫威宇宙的边缘。从高中到大学再到而今，已近十年，银河护卫队的水准始终如一，嬉笑怒骂予人感动。或许下一次再见面，他们将沦为他人主角电影的镶边角色，成为别人的彩蛋。但在这一部电影中，他们每一个人都是主角，都有着成功的刻画与立体的形象。不可否认，滚导是爱他们的，珍惜他们中的每一个人。一名有追求的导演大多喜欢炫点技，喜欢炫技的导演总会想着整一段长镜头。剧情中隐藏的各式小彩蛋，陡然勾起回忆的经典音乐。爱人已逝，家人常在。人们有各自的追求与心愿。一路顺风，仍然挂念，WeareGroot！
16,影沫,4星,2023/5/6 8:31,冰岛,7,还可以的，虽然整体表现中规中矩，但也没啥特别明显的雷点。
16,少年高,3星,2023/5/18 8:53,湖北,9,公司组织减压活动，拒绝西化的老党支部书记还是坚持听完了Raiohead-Creep。
16,查無此人,3星,2023/6/4 0:05,英国,6,四個小動物躺在地上說自己的名字是我這幾年哭得最兇的片段
16,漫漫云端,4星,2023/7/29 16:25,广东,4,但凡反派大BOSS少爱点人类都不会有这一系列糟心事儿格鲁特还是那么又萌又强火箭小时候属于萌强惨结局螳螂女带着三只大嘴怪闯江湖去了卡魔拉终究没有留下她也有她的"家人"了彼得不在逃避回地球陪家人了只能说平行世界有一天总会银河再见
16,燕鱼不秃头,4星,2023/5/9 18:57,北京,1,看完只想马上重温第一第二部！刚开始觉得「啊好无聊怎么又是这套」，后面越看越有趣了，每个人都有出彩的高光时刻，配乐也一如既往精彩。看到最后，《comeandgetyourlove》再次响起，而失去的爱人没有归来，相爱的朋友终会分散，居然有点点惆怅�
16,蛋花酱,5星,2023/5/18 21:14,浙江,24,水准一直在线，bgm完美的不可思议，火箭�终于真实面对自己和直面恐惧，本年度好片就是你了
16,少年锦时,5星,2023/7/22 17:40,江苏,13,一代银河护卫队的告别演出，每个人都有自己的高光时刻，通过对火箭浣熊过往的回忆来串联整个故事，漫威近年来为数不多的好作品。
16,雪粒☂sherry,5星,2023/5/7 2:04,广东,3,每个人都脑回路清奇，但又很好的（拳打脚踢）生活在一起�是俺向往的世界了！狗狗是最好的狗狗火箭是最好的小浣熊！！
16,约翰迈克莱恩,5星,2023/5/5 18:07,上海,14,感谢詹姆斯古恩，给了银河护卫队系列一场完美的谢幕，所有人都有了自己的归属，找寻到了自己存在的意义。最后片尾看到大合照的时候，眼泪瞬间就掉下来了，纵使有再多不舍，还是要感慨：能同你们一路走过十年，真好啊。（加油！浣熊队长！）
16,夏季的天空,5星,2023/7/21 18:43,湖北,3,满满的人文主义精神，令人羡慕的友情，真正的family，有趣的音乐，科学的尽头是科学他爹，真·创造亚当名场面，很清晰的“我是格鲁特”，有人成长有人离去，体面的完结篇。“Iloveyou，guys。”
16,l。panda,5星,2023/7/9 4:04,广东,20,好看
16,凹凸,3星,2023/5/5 19:17,上海,14,靠着Rocket的故事线勉强救回了拖沓冗长的节奏，守住了漫威最佳系列的一丝尊严，给了一个尚算体面的告别。还是那句第一部一直说到第三部的话：Cooper职业生涯的最佳表演是Rocket！
16,残响死灭,5星,2023/5/14 18:23,河南,8,漫画改编、完结篇、回忆杀、交叉剪辑、Friendship&Teamwork，主角在最后关头千钧一发、HappyEnding——你就说他跟灌篮高手是不是一样的吧。这与其说是大家都开窍了，知道什么东西能拿捏观众，不如说打动人心的东西从古到今其实永远就那几样，浪荡游子找到心之归属这种故事总能与同样在生活中需要归属感的观众在情感上对上彼此的号码，这跟他是漫威还是少年jump都没关系，只要你的心是在这的，那你就走不了，是这么个道理。
16,Pelishere,未知,2023/5/5 2:59,北京,3,体面收官，比复联三四更适合中年体质的MCU
16,debut0901,5星,2023/5/14 11:13,美国,14,可以说漫威在复仇者联盟之后最好看的电影了（感谢滚导）。就算没看过前两部的人看这部也压力不大，一个非常完整精彩的故事
16,以沫,3星,2023/6/13 23:20,安徽,6,儿童剧，现在的反派boss设定越来越随便了。最喜欢火箭回忆的那一段
16,Sincerely.,5星,2023/5/5 17:34,四川,22,近3年漫威最佳影片火箭的过往艰难心酸，与莱拉遨游天际的梦想终究被至高进化摧毁。悲惨的经历无法忘却，命运多舛有失必有得，遇到了属于他真正的家人们。星爵与卡魔拉最终也没有走到最后，也许不同平行宇宙的我们性格迥异，真的是在扮演着不同的角色。滚导在转去DC之际仍然对他在漫威的最后一部电影发光发热拯救口碑，独特的太空摇滚风格继续延续到第三部，最后在飞船里的长镜头完成了银河护卫队系列最壮观的打戏。本以为会有人牺牲，非常喜欢滚导对所有成员的安排，每个人都有着最棒的归宿。WeAreGroot，comeandgetyourlove
16,玛蒂尔达,4星,2023/5/9 22:34,广东,11,没想到格鲁特战斗力这么强，没想到小浣熊智商这么高。/感恩最后俩人没重新在一起。/最后回去救大家的场景，镜头语言太绝了。/想拥有同款歌单。
16,竹和,4星,2023/5/20 11:12,美国,17,完全没有想到会以火箭浣熊的身世来结束这个系列。题材看起来太小了，像是无法撑起一个系列的宏大叙事。也完全没有想到会被浣熊前世今生的感情所感动到。这恰恰说明了认为商业大片中不需要倾注打动人心的故事是多么错误的想法。结局幸好还算圆满，不然我真的会生气。
16,Liebe_csw,5星,2023/5/6 16:27,上海,17,世界第一的政治正确电影！和西游记的区别就在于没有人能教你怎么活，没有人！
17,Devotion,4星,2023/5/5 23:23,辽宁,8,反派力量削弱直接导致整场看下来无惊无险。后段长镜头打戏搭配复古音乐一气呵成，喜剧戏份也没有喧宾夺主。反地球世界观可以再讲深一点。为什么不直接爱我，而去爱你想象的我。音乐真的很加分
17,Michelle,3星,2023/5/26 21:45,山东,6,赶在下映前看了，自己。不舒服的画面真的太多太多了，总结一下就是过程很恶心，结局很美好。买票的时候预告有两个彩蛋，看完第一个等了好久，打算到门口去等，隔壁的女生竖起食指跟我说还有一个。她也是自己来看的，有被惺惺相惜到�
17,ZacharyYuan,5星,2023/5/8 16:24,山东,25,卡魔拉活成了星云，星云活成了卡魔拉。
17,小妖,4星,2023/5/11 20:41,河北,13,眼泪还没留下来嘴就要笑咧开的程度
17,踢迩达,4星,2023/5/7 22:09,北京,4,不得不说滚导还是漫威第一梯队里最好的导演，有机星球那段对2001致敬太多，是漫威从没有过的想象力。
17,ztlpoppy,3星,2023/5/7 16:41,上海,2,可能期待值偏高吧，总体来说还是有笑有泪，复古音乐taste很好，满足了正常期待值。但总觉得少了一点惊喜的感觉。最催泪的是浣熊和小伙伴们的故事…
17,好好好,5星,2023/5/3 20:06,广东,30,滚导还是稳，真的是有笑有泪漫威最佳，火箭的故事真的是封神“你一直都是主角，只是你未发觉。”每个角色都有高光亮点适合的结局，真正照顾到每一位角色，打斗镜头非常棒有段长镜头真的是好，特效也是顶级水平，滚导的歌单更是一贯水平。唯一的缺点就是也是漫威一直以来的问题，反派死的太随便了，说的牛展现的一点能力也牛，但这次的反派主要展现在毫无人性上，不过最后死的确实很解气捏。完美结局，我们是银河护卫队！
17,红酒与谋杀,3星,2023/5/8 17:59,西班牙,7,大银幕Dolby版。勉强三星，远不如1&2，但好歹能算一部及格之作，只是看完这种片也根本找不出任何记忆点，就是一次快餐消费式体验。在疫情肆掠的年代人们对于电影制作(工业维)的内在标准大大降低了，而原先已经形成的一套观众无意识的外在标准甚至早就荡然无存。
17,MONSTER,1星,2023/7/23 18:42,上海,3,已经完全成为工业垃圾了…
17,cai,5星,2023/5/7 13:43,北京,12,大家太苛刻了，这样都只有两三颗星。像圣经故事副本，亚当夏娃，上帝造人，最后来个诺亚方舟。
17,颜落寒,3星,2023/7/7 18:13,江苏,4,get不到的“漫威最佳”……
17,悠公子,4星,2023/5/5 18:57,福建,6,这绝对是情感最充沛的一部漫威电影，如果你对这些角色有感情，那么必有好几次会让你红了眼眶。但这不是三部曲最好的一部。太多的角色，每个角色各拍各的，没有很好地交融到一起，由于想表达的内容太多，导致整体节奏有些散乱。一些看似重要的配角也没有发挥出很好的效果。而最令人失望的是，作为《银河护卫队》系列，这一部居然没有任何一场高光时刻。
17,似水年,5星,2023/7/17 12:55,广东,11,果然是漫威最好看的系列电影～
17,宇宙也会有日落,5星,2023/5/7 2:59,河北,15,都去看！！！！好想抱一抱小火箭��大爱格鲁特！！！（虽然有一些地方有点尴尬，但是有些地方也有点出乎意料。抵消了。）
17,超鱼,2星,2023/5/5 19:58,广东,33,披着超级英雄的皮，讲了一个又做作又矫情的小品。没有所谓故事框架和情节推动，只有主角的一意孤行，没有人物的情感描写，只有前两部铺垫的理所当然。除了服化道过得去，3dimax也是让画面黑了一个度，而且男主的那种当爹式纠缠让我很不舒服。
17,我累特,5星,2023/5/6 0:53,上海,9,真的是非常完美的一部完结作，前一秒哭的我要死下一秒就能笑出声，我不管情节掺了多少水，如此有诚意的续作不多了，对待每一个成员都很真诚没有偏颇，comeandgetyourlove响起来的时候直接泪崩了，三部看下来有了伙伴般的不舍，妈的，绝对要二三刷！
17,SleepWalker,4星,2023/5/3 18:10,北京,9,结尾响起第一部开头的神曲，系列终于完美收官，詹姆斯古恩情怀玩得棒。银护是漫威宇宙最独特的系列，不像铁人美队那样以单人线发展故事，而是以群像塑造为基底，逗比相声为风格打造的大空喜剧，每个角色都有完整成长弧线及各自归宿，娱乐性始终保持在高段位。相比第一部的惊艳差些，劲歌金曲塞得满而聒噪，剧情设计还是令人满意，以火箭的起源作线索完成最后一役，在依旧贡献横飞段子的同时也注入整个漫威宇宙最暗黑cult的一部分，反地球上人形动物产生的恐怖谷效应效果非凡，也依旧是古恩的拿手好戏。无论如何，银河璀璨，好聚好散，朋友再见!
17,Yuyii,5星,2023/5/12 17:25,四川,24,一个平时看不得小动物受点点苦的人快哭晕在位子上了，神态刻画的好细致，心里一直默念漫威你敢刀一个我小浣熊试试！谁都不准死！三个小伙伴也还来！讲真我本来对漫威电影不报啥期待了，但前面有多愤怒多压抑，后面就有多爽！关键最后再来一首ComeAndGetYourLove，我一整个破防…（每个人都找到了或去寻找自己想做的事，银护队全体好样的！
17,aaron,5星,2023/5/7 13:35,福建,10,从片头的《creep》一出来就爱上了。其实我们每个人都像浣熊，被创造出来，有了一点思想，最终却仍被当作残次品毁灭，可惜我们没有一群义薄云天的朋友救你我与旦夕之中，又或者我们所处的世界就是反地球，造物主正准备抹掉重建。超级英雄散落在宇宙各处，二代护卫队开始了新的征途。
17,荆轲,4星,2023/5/8 22:29,浙江,6,还不错，就是这个至高进化这么菜的吗。
18,velvet,4星,2023/5/14 23:59,广东,8,银护3的故事标新立异吗？没有。情节曲折离奇吗？也没有。唯一凭借的就是真诚，就是不把观众当傻子，让每一个角色的行为逻辑自洽、每一分情感的抒发自然舒适，即使同样犯了反派过于单薄的毛病，也比雷神4、蚁人3之流好看一百倍，真正做到有笑有泪
18,倚仗自叹息,4星,2023/8/13 21:33,山东,9,火箭的小伙伴...哭死了�
18,Torrilla,4星,2023/5/5 22:18,湖北,11,我永远爱火箭❤❤结局有些不舍但这真的是MCU那些三部曲里最好的终章了
18,onam,5星,2023/5/6 14:58,黑龙江,13,不管是剧情还是人物，这部电影给了一个完美的令人不舍的结局，第一部2014年在保山和哥哥，第二部2017年在六库和妈妈，第三部2023年在哈尔滨一个人。9年的时间让我对银护的每一个人都充满了不舍，我喜欢这部电影喜欢里面的每一个人。星云的转变是我觉得相较于其他人最精彩的，真的从一个冷血无情的机器变成了现在的银河护卫队成员，我真的以为星爵会死�，rocket真的让我哭惨了，开头打戏和落地肉星时候的镜头让人感觉眼前一亮（有一丝丝晕。结尾大战所有人一起的长镜头打戏真的帅到爆。iamgroot一起看电影的女孩、银河护卫队，希望未来还能再相见。
18,香水瓶,5星,2023/5/3 13:51,北京,42,有幸提前看了。情怀维持住了，不失望。某几处有点儿恐怖，不推荐带小孩看。等正式上映了我会想去二刷，再看看这群蠢萌逗比们一起歌伴舞。/可以打看过啦，绝对是近年来的漫威宇宙最佳，好像还是滚导的迪士尼电影最后一战，不多刷几遍不行啊！而且发现没有，几个女主角都又聪明又飒，智商碾压那谁那谁，当然最聪明的是暴躁小浣熊啦！
18,晚安Glück,4星,2023/5/3 17:58,广东,7,7/10前半部分比较平淡，笑点略尬，后半部分渐入佳境，走廊的一镜到底真的很帅。
18,書衣偵探華斯比,4星,2023/6/10 11:20,上海,1,小动物们还是很可爱的，要给狗狗加个�。喜欢团队的“家庭氛围”。不过大BOSS也是够弱的。小金人挺搞笑���
18,我昨天叫何宝荣,5星,2023/5/7 22:11,上海,7,看得很快乐，2.5h无尿点
18,Au-79,4星,2023/5/7 15:10,山东,7,还是商业片的那副俗套，不过挺好看的，8.6这个分实在夸张，前作分也水多，都是7分片，7.5差不多
18,激怒李维斯,5星,2023/5/3 17:58,上海,11,古恩回来了，漫威就回来了，真的漫威偷着乐捏一把汗啊，和这结尾一样快乐的不得了。终于不用摆烂这么久了。不得不说，节奏真好，笑点密集，细节超多，漫威重度粉丝能挖出来不少内容。亚当术士的到来，后面的内容会爽歪歪。希望这是漫威好的起点（惊奇队长2估计又要废了）点映全场满座，虽然没有复联4那个时候的全场欢呼，但是感动啊，多少年没见过这种场景了啊啊啊
18,非相君,4星,2023/5/7 0:02,广东,15,小浣熊是最孤独的物种了，全宇宙只此一个。最后有诺亚方舟、上帝创造亚当的感觉了，嗯，一部太空版《圣经》。
18,好胆你就麦造,2星,2023/5/5 14:25,内蒙古,34,剧情好垃圾。浣熊好可怜。�
18,Summerpie,5星,2023/5/19 10:16,北京,7,任性五星给火箭湿乎乎的眼睛
18,乱自上作,3星,2023/5/7 18:50,湖南,10,摇滚密了会恶
18,墨||待到醉時說,5星,2023/5/8 0:04,广东,11,有没有一种可能，在浣熊的内心深处，他的朋友就只有曾经一起在狱里的三个同为试验品的朋友。因为在他觉得失望无力的时候，最想回到的是有他们的地方，那里最温暖和快乐，是最后的襁褓。为世界而战，只不过是未完成的任务罢了。还有另外一种可能，他在救下那一群小浣熊时，也救赎了自己，他其实已经没有遗憾了。
18,glow,5星,2023/5/8 15:51,上海,6,二刷了！情绪不稳定的老板都该死！！！
18,�,5星,2023/5/6 0:01,福建,21,不在五一上映是国产电影保护月��（看完了这部电影表达的内容是超乎现实的美好，导致我第一次那么不想离开电影院）
18,interstellar,2星,2023/5/3 21:22,澳大利亚,24,古恩是觉得整出一锅情怀大乱炖就能蒙混过关了？调度直接成了系列最烂，故事线更是一团乱，毫无节奏可言，甚至还硬塞了一条和主线基本无关主的亚当线，演员表演更是完全靠吼，还不忘给自己的兄弟和老婆加些异常生硬的戏。如此摆烂真当我是傻子好糊弄？
18,安静,2星,2023/5/5 13:02,上海,37,坐下五分钟就唱了三首歌，后面数了数差不多唱了17首左右，真的乏善可陈，而且有些地方明明浣熊都奄奄一息快死的样子了bgm还很欢快活泼真的很跳戏。如果只是进电影院听歌的话，我喜欢第一首creep、大概第14首一夜无眠、回顾第一部的comeandgetyourlove。剧情节奏乱七八糟，充斥着缺乏新意的插科打诨，唯二亮点是89Q12莱拉的温柔配音和89P13浣熊的皮毛特效。（第一个有机星球表面真的很像长了菜花的dick，又一个阳物崇拜的导演啊？）
18,死亡食社,3星,2023/5/5 23:44,江苏,8,完满的结局，糟心的电影，整整两个半小时我收获了被五颜六色爆炸物塞（污）满（染）的双眼和被音响震动的四肢。《雷神4》以后小孩牌打得愈发娴熟，拉长的情节和令人疲软的视觉足以消磨系列最初插科打诨、劲歌金曲的特色，更想看的“失败”实验品被解救后当真会被knowhere接纳、及造物主与造物的关系深挖（没有至高进化就没有主角们视为家人的火箭）之类内容在流水线产品中当然不被允许，主题公园也变成了平淡如水食之无味的剧集，不至于烂片但看得我很累
19,Bryan·Mai,4星,2023/5/3 19:01,广东,22,漫威有史以来最值得看的片尾字幕，第五阶段目前对IP、角色理解最有妙想的人，也难怪能当DC话事人。滚导在视听体验方面的功夫不用怀疑，一镜到底走廊大战配摇滚乐有被爽到。难得感受到角色真正的意义而不是任务性贴标签。如此独立的作品在以后MCU里只少不多，讲好一个故事、写好一个角色，比乱七八糟堆客串有意义得多。
19,阿基米德,未知,2023/5/12 20:11,澳大利亚,1,像是摇滚乐队的告别演唱会，有漫威式的笑点粉丝向的泪点，将近三小时的时长下保持了高密度的输出，可各种情感转合还是过于突兀，刚觉得眼泪要落下来没想到音乐一切转场了。
19,似曾,3星,2023/5/6 22:04,浙江,15,只有火箭的回忆和音乐的审美戳中我
19,Sefaufile,5星,2023/5/19 2:38,江苏,13,能和朋友们一起战斗真好���火箭抱抱！！！！！
19,Bayes_Dan,3星,2023/5/9 4:20,美国,8,完全没有必要三小时长……
19,Marrrrrrrrrrrr,5星,2023/5/5 12:06,福建,16,GotG仍然是我MCU里最喜欢的系列
19,天地间的我,5星,2023/5/14 19:34,上海,18,在美国政治正确的大环境下，能拍出这个大爱无疆的大片，确实不容易！
19,屿,4星,2023/5/7 14:03,广东,14,！那个金闪闪的男人出来我就知道是新队友啊
19,Hello,1星,2023/5/5 17:33,山东,19,Dogdaysareover.
19,拔剑四顾心茫然,3星,2023/7/29 17:14,河北,5,严重怀疑詹姆斯·古恩把太多灵感都给了《X特遣队：全员集结》，以至于到银护3的时候手里已经没活了，整部电影看下来感觉太板正了，前两部那种天马行空的感觉完全不再，一切都向着标准答案迈进，如同十八罗汉归位一样精准卡位：让坚硬的变柔软，让懦弱的变坚强，让被伤害的心灵治愈，让错过的遗憾就那样错过，让每个角色走向他该去的地方。这样处理也不是不好，只是它过于强调多元共存的正确姿态，以至于审美错乱，各种赛博牛马猪鹰全来了，反地球上面住着西游记里面所有妖怪是吧？包括最后驯服克苏鲁，偶买噶就那股子世纪大拯救的劲儿又上头了，还好没把恐龙写进去，要不然连老带少一并救走，不管！爱最大！我们就是银河救援队，没有困难的工作，只有勇敢的狗狗！可能星爵也觉得这次逼装大了，虚无之城一下多了这么人口，回头肯定打架，直接跑路回地球。
19,zy_,1星,2023/7/10 11:16,加拿大,3,一想到JamesGunn马上去祸害DC就忍不住再减一星
19,Red Joker,3星,2023/5/7 15:22,四川,1,等了很久的Rocket的故事终于展开了，个人觉得是全片最好的段落。那种allwehaveisafakeskysowemakemostuseofit的压抑和苦涩从昏暗地牢的缝隙一点点渗出来，有点让我想起了约定的梦幻岛和石黑一雄的neverletmego。其他中规中矩，作为终曲还算合格。故事线依旧较散但比前两部有进步。虽然配乐和慢镜泛滥的老毛病还在，但空泛的台词总算是少了一点。P.S.反派一如既往都在说英音…这次不仅说，还纠别人的口音�P.P.S.如果replicaworld能深挖大概会好一点？P.P.S.反派在吼Rocket编号的时候我总觉得他的24601要破口而出了…
19,nobody�,3星,2023/6/17 7:40,上海,4,没有预想中好，可能由于这集主角纯纯Rocket，而我一直对Rocket感情不深唯爱Starloard……滚导回到迪士尼总感觉被束缚住，画面是有往cult靠但文本层面堪称如社会主义核心价值观一般无趣。
19,一级特工,4星,2023/5/5 19:43,四川,9,8/10，首次在特效厅【激光imax】观赏2D版本的漫威电影，体验还是不错的。滚导用实力证明哥们在哪里都整的出好活。金曲，搞怪，再加情感升华，这些系列韵味一分没少，并且长镜头打斗和火箭对乌托邦的破除更是令人惊喜的内容，毕竟比起构建所谓完美的社会，还是飞向蓝天更有意思。
19,思郁,4星,2023/5/5 14:49,河南,3,不得不说，漫威的这个系列整体质量都在线，很少有搞砸的。可惜，成也漫威，败也漫威，十几年前吹捧漫威的和现在对漫威审美疲劳的是同一批人。漫威后续阶段如何解决这种视效大片的审美疲劳问题才是最难的。
19,gentle,4星,2023/5/21 1:37,四川,8,复联4后唯一能看的
19,IIIIIris,4星,2023/6/5 23:53,上海,9,不推荐理由之三1.开头一堆倒序插叙，一片混乱，讨厌一言不合就打架还迟迟讲不清楚打架的原由2.战斗力排序没有逻辑，开头“快克超人”（没记住他叫啥，sorry，且真的很像快克感冒药那个超人！）直接进“Zion”（也记不得它的名字了，地位跟zion很像，后面被至高的部队偷家的情节也很像电子乌贼入侵zion）把主角团打个半死，后面主角团没有经过任何升级轻松解决大boss�3.里面有太多黑客帝国的影子，也不知道算致敬还是抄袭推荐理由之四1.配乐也太好听了2.没看过漫威系列任何一部的人，开头骂了30mins，最后居然给它圆回来了3.傲格集团蛮好玩的4.居然没有莫名其妙就看对眼，亲起来，谈恋爱的剧情！感人肺腑！（这非常无敌重要，我实在痛恨一些好像不谈恋爱不接吻做爱就会死的电影）
19,夏云啦啦,5星,2023/5/12 2:01,广西,18,按我之前的观影标准应该就四星，但是年纪大了泪点低，所以给五星
19,烂梗,3星,2023/5/7 19:20,河南,12,就是觉得又长又累又尬，音乐是好音乐但是用的位置非常突兀，詹姆斯·古恩的灵力可能在我这彻底失效了。
19,1806,4星,2023/5/6 0:46,海南,8,视觉节奏台词都靠谱，最关键的是银河系列是最不强迫自身同漫威建立宇宙联系的一个系列，各自奔赴人生的洒脱剧情如今电影里很少了，我们缺乏独立而洒脱的人物肖像，尤其大荧幕前
20,闲白,5星,2023/5/12 22:17,湖北,14,被圈养的文明怎么能算文明！
